name,has_cast_vote,is_logged_in,password,node_address,timestamp,Date/Time,HourOfDay
Buck Potter,True,False,password,Norm3,1681992168.0,2023-04-20 12:02:48,12.0
Rosanne Little,True,False,password,Norm1,1681992168.0,2023-04-20 12:02:48,12.0
Pierre Richard,True,False,password,Norm1,1681992168.0,2023-04-20 12:02:48,12.0
Lacy Forbes,True,False,password,Norm3,1681992168.0,2023-04-20 12:02:48,12.0
Lamont Castaneda,True,False,password,Norm3,1681992168.0,2023-04-20 12:02:48,12.0
Ila Forbes,True,False,password,Norm2,1681992168.0,2023-04-20 12:02:48,12.0
Flossie Poole,True,False,password,Norm3,1681992168.0,2023-04-20 12:02:48,12.0
Kelvin Farrell,True,False,password,Norm2,1681992168.0,2023-04-20 12:02:48,12.0
Lacy Park,False,False,password,,,,
Jesse Sims,True,False,password,Norm2,1681992168.0,2023-04-20 12:02:48,12.0
