name,has_cast_vote,is_logged_in,password,node_address,timestamp,Date/Time,HourOfDay
Rigoberto Copeland,False,False,password,,,,
Rhea Ochoa,True,False,password,Norm1,1681992740.0,2023-04-20 12:12:20,12.0
Lesley Fisher,False,False,password,,,,
Chandra Calhoun,False,False,password,,,,
Andrea Greer,True,False,password,Norm1,1681992740.0,2023-04-20 12:12:20,12.0
Liza Huber,False,False,password,,,,
Mara Stokes,True,False,password,Norm1,1681992740.0,2023-04-20 12:12:20,12.0
Toney Barajas,False,False,password,,,,
Chauncey Fisher,True,False,password,Norm1,1681992740.0,2023-04-20 12:12:20,12.0
Rosie Turner,True,False,password,Norm2,1681992740.0,2023-04-20 12:12:20,12.0
Emory Patton,True,False,password,Norm1,1681992740.0,2023-04-20 12:12:20,12.0
Andrea Hines,True,False,password,Norm2,1681992740.0,2023-04-20 12:12:20,12.0
Lynwood Mccann,True,False,password,Norm2,1681992740.0,2023-04-20 12:12:20,12.0
Hollie Mcneil,True,False,password,Norm1,1681992740.0,2023-04-20 12:12:20,12.0
Amos White,True,False,password,Norm2,1681992740.0,2023-04-20 12:12:20,12.0
Toney Cantu,True,False,password,Norm1,1681992740.0,2023-04-20 12:12:20,12.0
Thelma Roach,False,False,password,,,,
Lesley Forbes,True,False,password,Norm2,1681992740.0,2023-04-20 12:12:20,12.0
Dustin Caldwell,True,False,password,Norm1,1681992740.0,2023-04-20 12:12:20,12.0
Lynda Mcneil,True,False,password,Norm2,1681992740.0,2023-04-20 12:12:20,12.0
Raleigh Turner,True,False,password,Norm1,1681992740.0,2023-04-20 12:12:20,12.0
Felipe Mcguire,True,False,password,Norm2,1681992740.0,2023-04-20 12:12:20,12.0
Emory Hartman,True,False,password,Norm1,1681992740.0,2023-04-20 12:12:20,12.0
Laurel Schaefer,True,False,password,Norm1,1681992740.0,2023-04-20 12:12:20,12.0
Ruby Hurst,True,False,password,Norm2,1681992740.0,2023-04-20 12:12:20,12.0
Cristobal Poole,True,False,password,Norm2,1681992740.0,2023-04-20 12:12:20,12.0
Francisca Davidson,True,False,password,Norm1,1681992740.0,2023-04-20 12:12:20,12.0
Jeff Bean,True,False,password,Norm1,1681992740.0,2023-04-20 12:12:20,12.0
Rosanne Mcneil,False,False,password,,,,
Hollie Stout,True,False,password,Norm2,1681992740.0,2023-04-20 12:12:20,12.0
Carey Hart,True,False,password,Norm2,1681992740.0,2023-04-20 12:12:20,12.0
Omer Lawson,True,False,password,Norm1,1681992740.0,2023-04-20 12:12:20,12.0
Elisha Erickson,False,False,password,,,,
Peggy Murray,True,False,password,Norm2,1681992740.0,2023-04-20 12:12:20,12.0
Norma Meza,True,False,password,Norm2,1681992740.0,2023-04-20 12:12:20,12.0
Blanca Blankenship,True,False,password,Norm2,1681992740.0,2023-04-20 12:12:20,12.0
Omer Mcneil,False,False,password,,,,
Hollie Vang,False,False,password,,,,
Agustin Potter,True,False,password,Norm2,1681992740.0,2023-04-20 12:12:20,12.0
Donovan Farrell,True,False,password,Norm1,1681992740.0,2023-04-20 12:12:20,12.0
Francisca Simpson,True,False,password,Norm2,1681992740.0,2023-04-20 12:12:20,12.0
Ruby Jones,False,False,password,,,,
Teddy Whitehead,True,False,password,Norm2,1681992740.0,2023-04-20 12:12:20,12.0
Jacqueline Spencer,False,False,password,,,,
Lesley Hendricks,True,False,password,Norm2,1681992740.0,2023-04-20 12:12:20,12.0
Lynda Roach,True,False,password,Norm2,1681992740.0,2023-04-20 12:12:20,12.0
Jeff Potter,True,False,password,Norm2,1681992740.0,2023-04-20 12:12:20,12.0
Lorene Patton,False,False,password,,,,
Bennie Brown,True,False,password,Norm2,1681992740.0,2023-04-20 12:12:20,12.0
Ila Washington,True,False,password,Norm1,1681992740.0,2023-04-20 12:12:20,12.0
Francisca Turner,True,False,password,Norm2,1681992740.0,2023-04-20 12:12:20,12.0
Dennis Washington,False,False,password,,,,
Thelma Perry,True,False,password,Norm2,1681992740.0,2023-04-20 12:12:20,12.0
