name,has_cast_vote,is_logged_in,password,node_address,timestamp,Date/Time,HourOfDay
Sarah Bartlett,True,False,password,Norm1,1681998322.0,2023-04-20 13:45:22,13.0
Elisha Davidson,True,False,password,Norm1,1681998322.0,2023-04-20 13:45:22,13.0
Agustin Crosby,True,False,password,Norm3,1681998322.0,2023-04-20 13:45:22,13.0
Lidia Whitehead,False,False,password,,,,
Lamont Deleon,True,False,password,Norm1,1681998322.0,2023-04-20 13:45:22,13.0
Jerrold Herrera,True,False,password,Norm3,1681998322.0,2023-04-20 13:45:22,13.0
Myron Barrera,True,False,password,Norm3,1681998322.0,2023-04-20 13:45:22,13.0
Ila Mcguire,True,False,password,Norm1,1681998322.0,2023-04-20 13:45:22,13.0
Lamont Richardson,True,False,password,Norm1,1681998322.0,2023-04-20 13:45:22,13.0
Chauncey Richardson,True,False,password,Norm3,1681998322.0,2023-04-20 13:45:22,13.0
Jan Christensen,True,False,password,Norm3,1681998322.0,2023-04-20 13:45:22,13.0
Lorene Burnett,True,False,password,Norm2,1681998322.0,2023-04-20 13:45:22,13.0
Cristobal Sharp,True,False,password,Norm2,1681998322.0,2023-04-20 13:45:22,13.0
Donovan Stokes,True,False,password,Norm2,1681998322.0,2023-04-20 13:45:22,13.0
Dante Bartlett,True,False,password,Norm2,1681998322.0,2023-04-20 13:45:22,13.0
Kelvin Spencer,True,False,password,Norm1,1681998322.0,2023-04-20 13:45:22,13.0
Lynwood Hernandez,True,False,password,Norm2,1681998322.0,2023-04-20 13:45:22,13.0
Amado Cooke,True,False,password,Norm3,1681998322.0,2023-04-20 13:45:22,13.0
Amos Leon,True,False,password,Norm1,1681998322.0,2023-04-20 13:45:22,13.0
Omar Hines,True,False,password,Norm2,1681998322.0,2023-04-20 13:45:22,13.0
Mara Blankenship,False,False,password,,,,
Cory Mccann,True,False,password,Norm2,1681998322.0,2023-04-20 13:45:22,13.0
Francis Shea,True,False,password,Norm2,1681998322.0,2023-04-20 13:45:22,13.0
Billie Fisher,False,False,password,,,,
Lesley Cantu,False,False,password,,,,
Omar Little,True,False,password,Norm3,1681998322.0,2023-04-20 13:45:22,13.0
Raleigh Schaefer,True,False,password,Norm2,1681998322.0,2023-04-20 13:45:22,13.0
Omer Downs,False,False,password,,,,
Dennis Pham,True,False,password,Norm2,1681998322.0,2023-04-20 13:45:22,13.0
Andrea Schaefer,True,False,password,Norm1,1681998322.0,2023-04-20 13:45:22,13.0
Francis Miles,True,False,password,Norm1,1681998322.0,2023-04-20 13:45:22,13.0
Otto Deleon,True,False,password,Norm1,1681998322.0,2023-04-20 13:45:22,13.0
Rosanne Mitchell,True,False,password,Norm1,1681998322.0,2023-04-20 13:45:22,13.0
Cristobal Greer,False,False,password,,,,
Hollie Miles,True,False,password,Norm1,1681998322.0,2023-04-20 13:45:22,13.0
Britney Bullock,False,False,password,,,,
Laurel Erickson,False,False,password,,,,
Andres Stokes,False,False,password,,,,
Omer Hines,True,False,password,Norm2,1681998322.0,2023-04-20 13:45:22,13.0
Francisca Herrera,True,False,password,Norm2,1681998322.0,2023-04-20 13:45:22,13.0
