name,has_cast_vote,is_logged_in,password,node_address,timestamp,Date/Time,HourOfDay
Peggy Sims,True,False,password,Norm1,1682000776.0,2023-04-20 14:26:16,14.0
Diann Bean,True,False,password,Norm1,1682000776.0,2023-04-20 14:26:16,14.0
Flossie Jones,False,False,password,,,,
Ruby Knox,True,False,password,Norm1,1682000776.0,2023-04-20 14:26:16,14.0
Rosa Hendricks,False,False,password,,,,
Peggy Hart,True,False,password,Norm1,1682000776.0,2023-04-20 14:26:16,14.0
April Mcguire,True,False,password,Norm1,1682000776.0,2023-04-20 14:26:16,14.0
Morgan Crosby,True,False,password,Norm1,1682000776.0,2023-04-20 14:26:16,14.0
Louisa Hendricks,True,False,password,Norm1,1682000776.0,2023-04-20 14:26:16,14.0
Collin Hodges,False,False,password,,,,
Kelvin Forbes,True,False,password,Norm1,1682000776.0,2023-04-20 14:26:16,14.0
Andrea Kerr,True,False,password,Norm1,1682000776.0,2023-04-20 14:26:16,14.0
Francis Hodges,False,False,password,,,,
Lamont Zamora,True,False,password,Norm1,1682000776.0,2023-04-20 14:26:16,14.0
Rosie Davidson,True,False,password,Norm1,1682000776.0,2023-04-20 14:26:16,14.0
Kelvin Floyd,False,False,password,,,,
Pierre Perry,True,False,password,Norm1,1682000776.0,2023-04-20 14:26:16,14.0
Francisca Clark,False,False,password,,,,
Kurt Shea,True,False,password,Norm1,1682000776.0,2023-04-20 14:26:16,14.0
Raul Andersen,True,False,password,Norm1,1682000776.0,2023-04-20 14:26:16,14.0
Laurel Sheppard,True,False,password,Norm1,1682000776.0,2023-04-20 14:26:16,14.0
Raquel Macdonald,True,False,password,Norm1,1682000776.0,2023-04-20 14:26:16,14.0
Garland Floyd,True,False,password,Norm1,1682000776.0,2023-04-20 14:26:16,14.0
Larry Greer,True,False,password,Norm1,1682000776.0,2023-04-20 14:26:16,14.0
Leanna Mitchell,True,False,password,Norm1,1682000776.0,2023-04-20 14:26:16,14.0
Lacy Poole,True,False,password,Norm1,1682000776.0,2023-04-20 14:26:16,14.0
Elisha Cooke,True,False,password,Norm1,1682000776.0,2023-04-20 14:26:16,14.0
Lonnie White,False,False,password,,,,
Raul Lawson,True,False,password,Norm1,1682000776.0,2023-04-20 14:26:16,14.0
Lynda Stout,True,False,password,Norm1,1682000776.0,2023-04-20 14:26:16,14.0
Keenan Poole,True,False,password,Norm1,1682000776.0,2023-04-20 14:26:16,14.0
Jeff Sims,True,False,password,Norm1,1682000776.0,2023-04-20 14:26:16,14.0
Toney Hernandez,True,False,password,Norm1,1682000776.0,2023-04-20 14:26:16,14.0
Mara Calhoun,True,False,password,Norm1,1682000776.0,2023-04-20 14:26:16,14.0
Beatriz Clark,True,False,password,Norm1,1682000776.0,2023-04-20 14:26:16,14.0
Myron Spencer,True,False,password,Norm1,1682000776.0,2023-04-20 14:26:16,14.0
Rodney Forbes,True,False,password,Norm1,1682000776.0,2023-04-20 14:26:16,14.0
Donovan Howell,True,False,password,Norm1,1682000776.0,2023-04-20 14:26:16,14.0
Rigoberto Church,True,False,password,Norm1,1682000776.0,2023-04-20 14:26:16,14.0
Lidia Salinas,True,False,password,Norm1,1682000776.0,2023-04-20 14:26:16,14.0
Laurel Barrera,True,False,password,Norm1,1682000776.0,2023-04-20 14:26:16,14.0
Ruby Stout,False,False,password,,,,
Felipe Potter,True,False,password,Norm1,1682000776.0,2023-04-20 14:26:16,14.0
Chelsea Fisher,True,False,password,Norm1,1682000776.0,2023-04-20 14:26:16,14.0
Beatriz Pittman,True,False,password,Norm1,1682000776.0,2023-04-20 14:26:16,14.0
Wes Copeland,True,False,password,Norm1,1682000776.0,2023-04-20 14:26:16,14.0
Lakeisha Barrera,True,False,password,Norm1,1682000776.0,2023-04-20 14:26:16,14.0
Elisha Leon,False,False,password,,,,
Chauncey Nixon,True,False,password,Norm1,1682000776.0,2023-04-20 14:26:16,14.0
Marci Sharp,False,False,password,,,,
Felipe Calhoun,True,False,password,Norm1,1682000776.0,2023-04-20 14:26:16,14.0
Yesenia Herrera,True,False,password,Norm1,1682000776.0,2023-04-20 14:26:16,14.0
Darren Mcguire,True,False,password,Norm1,1682000776.0,2023-04-20 14:26:16,14.0
Chauncey Stout,True,False,password,Norm1,1682000776.0,2023-04-20 14:26:16,14.0
Kurt Schaefer,True,False,password,Norm1,1682000776.0,2023-04-20 14:26:16,14.0
Amado Bartlett,True,False,password,Norm1,1682000776.0,2023-04-20 14:26:16,14.0
Rhea Andersen,True,False,password,Norm1,1682000776.0,2023-04-20 14:26:16,14.0
Garland Downs,True,False,password,Norm1,1682000776.0,2023-04-20 14:26:16,14.0
Kurt Crosby,True,False,password,Norm1,1682000776.0,2023-04-20 14:26:16,14.0
