name,has_cast_vote,is_logged_in,password,node_address,timestamp,Date/Time,HourOfDay
Hong Murray,True,False,password,Norm2,1682001866.0,2023-04-20 14:44:26,14.0
Lacy Sheppard,True,False,password,Norm1,1682001866.0,2023-04-20 14:44:26,14.0
Ila White,True,False,password,Norm2,1682001866.0,2023-04-20 14:44:26,14.0
Francis Schwartz,True,False,password,Norm1,1682001866.0,2023-04-20 14:44:26,14.0
Otto Mooney,True,False,password,Norm1,1682001866.0,2023-04-20 14:44:26,14.0
Lakeisha Richard,True,False,password,Norm2,1682001866.0,2023-04-20 14:44:26,14.0
Chauncey Howell,True,False,password,Norm1,1682001866.0,2023-04-20 14:44:26,14.0
Morgan Hart,True,False,password,Norm2,1682001866.0,2023-04-20 14:44:26,14.0
Latisha White,False,False,password,,,,
Elisha Andersen,True,False,password,Norm1,1682001866.0,2023-04-20 14:44:26,14.0
Morgan Schmidt,True,False,password,Norm1,1682001866.0,2023-04-20 14:44:26,14.0
Carey Herrera,True,False,password,Norm2,1682001866.0,2023-04-20 14:44:26,14.0
Liza Hendricks,True,False,password,Norm1,1682001866.0,2023-04-20 14:44:26,14.0
Jolene Leon,False,False,password,,,,
Dustin Barajas,True,False,password,Norm1,1682001866.0,2023-04-20 14:44:26,14.0
Jolene Cooke,True,False,password,Norm1,1682001866.0,2023-04-20 14:44:26,14.0
Liza Dawson,False,False,password,,,,
Elisha Bullock,False,False,password,,,,
Hollie Whitehead,False,False,password,,,,
Myron Cantu,True,False,password,Norm1,1682001866.0,2023-04-20 14:44:26,14.0
Norma Barrera,True,False,password,Norm1,1682001866.0,2023-04-20 14:44:26,14.0
Kelvin Wilkins,True,False,password,Norm2,1682001866.0,2023-04-20 14:44:26,14.0
Flossie Wilkins,True,False,password,Norm2,1682001866.0,2023-04-20 14:44:26,14.0
Jeff Caldwell,False,False,password,,,,
Toney Poole,True,False,password,Norm1,1682001866.0,2023-04-20 14:44:26,14.0
Billie Knox,True,False,password,Norm1,1682001866.0,2023-04-20 14:44:26,14.0
Rosie Patton,True,False,password,Norm1,1682001866.0,2023-04-20 14:44:26,14.0
Dustin Cooke,True,False,password,Norm2,1682001866.0,2023-04-20 14:44:26,14.0
Andres Richardson,True,False,password,Norm1,1682001866.0,2023-04-20 14:44:26,14.0
Ruby Cantu,False,False,password,,,,
Liza Zamora,False,False,password,,,,
Dante Stokes,True,False,password,Norm2,1682001866.0,2023-04-20 14:44:26,14.0
Lonnie Caldwell,True,False,password,Norm2,1682001866.0,2023-04-20 14:44:26,14.0
Andrea White,False,False,password,,,,
Sarah Potter,True,False,password,Norm1,1682001866.0,2023-04-20 14:44:26,14.0
Ruby Pham,True,False,password,Norm2,1682001866.0,2023-04-20 14:44:26,14.0
Amos Zamora,True,False,password,Norm1,1682001866.0,2023-04-20 14:44:26,14.0
Hong Turner,True,False,password,Norm2,1682001866.0,2023-04-20 14:44:26,14.0
Barney Austin,True,False,password,Norm1,1682001866.0,2023-04-20 14:44:26,14.0
Barney Fisher,True,False,password,Norm1,1682001866.0,2023-04-20 14:44:26,14.0
Beryl Church,True,False,password,Norm2,1682001866.0,2023-04-20 14:44:26,14.0
Hollie Farrell,True,False,password,Norm2,1682001866.0,2023-04-20 14:44:26,14.0
Teddy Christensen,True,False,password,Norm2,1682001866.0,2023-04-20 14:44:26,14.0
Lonnie Miles,True,False,password,Norm2,1682001866.0,2023-04-20 14:44:26,14.0
Jerrold Wilkins,True,False,password,Norm2,1682001866.0,2023-04-20 14:44:26,14.0
Flossie Floyd,True,False,password,Norm2,1682001866.0,2023-04-20 14:44:26,14.0
Scott Barrera,True,False,password,Norm2,1682001866.0,2023-04-20 14:44:26,14.0
Toney Joyce,True,False,password,Norm2,1682001866.0,2023-04-20 14:44:26,14.0
Jerrold Fisher,True,False,password,Norm1,1682001866.0,2023-04-20 14:44:26,14.0
Leanna Washington,False,False,password,,,,
Rodney Zamora,True,False,password,Norm1,1682001866.0,2023-04-20 14:44:26,14.0
Lakeisha Little,True,False,password,Norm1,1682001866.0,2023-04-20 14:44:26,14.0
Chelsea Calhoun,True,False,password,Norm1,1682001866.0,2023-04-20 14:44:26,14.0
Wes Compton,False,False,password,,,,
Jeff Barrera,True,False,password,Norm1,1682001866.0,2023-04-20 14:44:26,14.0
Wes Farrell,True,False,password,Norm1,1682001866.0,2023-04-20 14:44:26,14.0
Ila Blankenship,True,False,password,Norm1,1682001866.0,2023-04-20 14:44:26,14.0
Mara Davidson,True,False,password,Norm2,1682001866.0,2023-04-20 14:44:26,14.0
Garfield Calhoun,True,False,password,Norm2,1682001866.0,2023-04-20 14:44:26,14.0
Marva Bullock,True,False,password,Norm1,1682001866.0,2023-04-20 14:44:26,14.0
Lonnie Forbes,True,False,password,Norm1,1682001866.0,2023-04-20 14:44:26,14.0
Andres Zamora,False,False,password,,,,
Emory Hurst,True,False,password,Norm2,1682001866.0,2023-04-20 14:44:26,14.0
Rosanne Mcguire,True,False,password,Norm1,1682001866.0,2023-04-20 14:44:26,14.0
Bennie Davidson,False,False,password,,,,
Norma Hurst,True,False,password,Norm2,1682001866.0,2023-04-20 14:44:26,14.0
Katina Simpson,True,False,password,Norm1,1682001866.0,2023-04-20 14:44:26,14.0
Marion Howell,True,False,password,Norm1,1682001866.0,2023-04-20 14:44:26,14.0
