name,has_cast_vote,is_logged_in,password,node_address,timestamp,Date/Time,HourOfDay
Norma Atkinson,False,False,password,,,,
Ila Nixon,True,False,password,Norm1,1681995964.0,2023-04-20 13:06:04,13.0
Darren White,True,False,password,Norm1,1681995964.0,2023-04-20 13:06:04,13.0
Lynda Bartlett,True,False,password,Norm1,1681995964.0,2023-04-20 13:06:04,13.0
Latisha Salinas,True,False,password,Norm1,1681995964.0,2023-04-20 13:06:04,13.0
Beatriz Compton,True,False,password,Norm1,1681995964.0,2023-04-20 13:06:04,13.0
Floyd Hernandez,True,False,password,Norm1,1681995964.0,2023-04-20 13:06:04,13.0
Felipe Stokes,True,False,password,Norm1,1681995964.0,2023-04-20 13:06:04,13.0
Britney Nixon,True,False,password,Norm1,1681995964.0,2023-04-20 13:06:04,13.0
Jan Cooke,True,False,password,Norm1,1681995964.0,2023-04-20 13:06:04,13.0
Erica Church,True,False,password,Norm1,1681995964.0,2023-04-20 13:06:04,13.0
Carey Roach,True,False,password,Norm1,1681995964.0,2023-04-20 13:06:04,13.0
Teddy Farrell,True,False,password,Norm1,1681995964.0,2023-04-20 13:06:04,13.0
Jan Fisher,True,False,password,Norm1,1681995964.0,2023-04-20 13:06:04,13.0
April Zamora,True,False,password,Norm1,1681995964.0,2023-04-20 13:06:04,13.0
Thelma Washington,True,False,password,Norm1,1681995964.0,2023-04-20 13:06:04,13.0
Rosanne Washington,True,False,password,Norm1,1681995964.0,2023-04-20 13:06:04,13.0
Francisca Church,False,False,password,,,,
Lacy Blankenship,True,False,password,Norm1,1681995964.0,2023-04-20 13:06:04,13.0
Marci Cooke,True,False,password,Norm1,1681995964.0,2023-04-20 13:06:04,13.0
Chelsea Burnett,True,False,password,Norm1,1681995964.0,2023-04-20 13:06:04,13.0
Elisha Castaneda,True,False,password,Norm1,1681995964.0,2023-04-20 13:06:04,13.0
Scott Park,False,False,password,,,,
Kelvin Pham,True,False,password,Norm1,1681995964.0,2023-04-20 13:06:04,13.0
Lynda Wilkins,False,False,password,,,,
Chandra Curry,True,False,password,Norm1,1681995964.0,2023-04-20 13:06:04,13.0
Elisha Atkinson,True,False,password,Norm1,1681995964.0,2023-04-20 13:06:04,13.0
Felipe Hart,False,False,password,,,,
Lynda Fisher,True,False,password,Norm1,1681995964.0,2023-04-20 13:06:04,13.0
Mara Calhoun,True,False,password,Norm1,1681995964.0,2023-04-20 13:06:04,13.0
Rigoberto Whitehead,False,False,password,,,,
Floyd Larson,True,False,password,Norm1,1681995964.0,2023-04-20 13:06:04,13.0
Toney White,True,False,password,Norm1,1681995964.0,2023-04-20 13:06:04,13.0
Marcos Schwartz,True,False,password,Norm1,1681995964.0,2023-04-20 13:06:04,13.0
Elisha Knox,True,False,password,Norm1,1681995964.0,2023-04-20 13:06:04,13.0
Lonnie Wilkins,True,False,password,Norm1,1681995964.0,2023-04-20 13:06:04,13.0
Garland Meza,False,False,password,,,,
Raquel Mccann,True,False,password,Norm1,1681995964.0,2023-04-20 13:06:04,13.0
Collin Pham,True,False,password,Norm1,1681995964.0,2023-04-20 13:06:04,13.0
Rosella Perry,False,False,password,,,,
Carey Erickson,True,False,password,Norm1,1681995964.0,2023-04-20 13:06:04,13.0
Katina Hurst,True,False,password,Norm1,1681995964.0,2023-04-20 13:06:04,13.0
Yesenia Ochoa,True,False,password,Norm1,1681995964.0,2023-04-20 13:06:04,13.0
Buck Greer,True,False,password,Norm1,1681995964.0,2023-04-20 13:06:04,13.0
Leanna Mcguire,False,False,password,,,,
Elisha Austin,False,False,password,,,,
Jesse Calhoun,True,False,password,Norm1,1681995964.0,2023-04-20 13:06:04,13.0
Scott White,False,False,password,,,,
Marcos Knox,True,False,password,Norm1,1681995964.0,2023-04-20 13:06:04,13.0
Donovan Church,True,False,password,Norm1,1681995964.0,2023-04-20 13:06:04,13.0
Andrea Simpson,True,False,password,Norm1,1681995964.0,2023-04-20 13:06:04,13.0
Agustin Austin,True,False,password,Norm1,1681995964.0,2023-04-20 13:06:04,13.0
Keenan Greer,True,False,password,Norm1,1681995964.0,2023-04-20 13:06:04,13.0
Ray Erickson,True,False,password,Norm1,1681995964.0,2023-04-20 13:06:04,13.0
Latisha Leon,True,False,password,Norm1,1681995964.0,2023-04-20 13:06:04,13.0
Raul Schmidt,True,False,password,Norm1,1681995964.0,2023-04-20 13:06:04,13.0
Felipe Church,False,False,password,,,,
Dennis Sims,True,False,password,Norm1,1681995964.0,2023-04-20 13:06:04,13.0
Omer Bartlett,True,False,password,Norm1,1681995964.0,2023-04-20 13:06:04,13.0
Jeff Forbes,True,False,password,Norm1,1681995964.0,2023-04-20 13:06:04,13.0
Garfield Poole,True,False,password,Norm1,1681995964.0,2023-04-20 13:06:04,13.0
Carey Cantu,False,False,password,,,,
Lynda Calhoun,False,False,password,,,,
Darren Richard,True,False,password,Norm1,1681995964.0,2023-04-20 13:06:04,13.0
Raleigh Deleon,True,False,password,Norm1,1681995964.0,2023-04-20 13:06:04,13.0
Marion Herrera,True,False,password,Norm1,1681995964.0,2023-04-20 13:06:04,13.0
