name,has_cast_vote,is_logged_in,password,node_address,timestamp,Date/Time,HourOfDay
Lamont Ochoa,False,False,password,,,,
Toney Dawson,True,False,password,Norm1,1681992455.0,2023-04-20 12:07:35,12.0
Andres Austin,True,False,password,Norm1,1681992455.0,2023-04-20 12:07:35,12.0
Laurel Forbes,True,False,password,Norm1,1681992455.0,2023-04-20 12:07:35,12.0
Mara Mcguire,True,False,password,Norm1,1681992455.0,2023-04-20 12:07:35,12.0
Omer Church,True,False,password,Norm1,1681992455.0,2023-04-20 12:07:35,12.0
Jolene Hodges,True,False,password,Norm1,1681992455.0,2023-04-20 12:07:35,12.0
Donovan Cantu,False,False,password,,,,
Rosa Leon,True,False,password,Norm1,1681992455.0,2023-04-20 12:07:35,12.0
Britney Cooley,True,False,password,Norm1,1681992455.0,2023-04-20 12:07:35,12.0
Hollie Forbes,True,False,password,Norm1,1681992455.0,2023-04-20 12:07:35,12.0
Francis Bean,True,False,password,Norm1,1681992455.0,2023-04-20 12:07:35,12.0
Jan Pittman,True,False,password,Norm1,1681992455.0,2023-04-20 12:07:35,12.0
Britney Jones,True,False,password,Norm1,1681992455.0,2023-04-20 12:07:35,12.0
Katina Sims,True,False,password,Norm1,1681992455.0,2023-04-20 12:07:35,12.0
Katina Stokes,True,False,password,Norm1,1681992455.0,2023-04-20 12:07:35,12.0
Sarah Schaefer,True,False,password,Norm1,1681992455.0,2023-04-20 12:07:35,12.0
Jolene Watson,True,False,password,Norm1,1681992455.0,2023-04-20 12:07:35,12.0
Marion Stout,True,False,password,Norm1,1681992455.0,2023-04-20 12:07:35,12.0
Ray Cooley,True,False,password,Norm1,1681992455.0,2023-04-20 12:07:35,12.0
Raul Curry,True,False,password,Norm1,1681992455.0,2023-04-20 12:07:35,12.0
Keenan Park,True,False,password,Norm1,1681992455.0,2023-04-20 12:07:35,12.0
Kurt Downs,True,False,password,Norm1,1681992455.0,2023-04-20 12:07:35,12.0
Rigoberto Richard,True,False,password,Norm1,1681992455.0,2023-04-20 12:07:35,12.0
Thelma Turner,True,False,password,Norm1,1681992455.0,2023-04-20 12:07:35,12.0
Larry Zamora,True,False,password,Norm1,1681992455.0,2023-04-20 12:07:35,12.0
Beryl White,False,False,password,,,,
Latisha Hendricks,False,False,password,,,,
Mara Richard,True,False,password,Norm1,1681992455.0,2023-04-20 12:07:35,12.0
Peggy Macdonald,True,False,password,Norm1,1681992455.0,2023-04-20 12:07:35,12.0
Jesse Salinas,True,False,password,Norm1,1681992455.0,2023-04-20 12:07:35,12.0
Teddy Murray,True,False,password,Norm1,1681992455.0,2023-04-20 12:07:35,12.0
Chauncey Roach,True,False,password,Norm1,1681992455.0,2023-04-20 12:07:35,12.0
Hong Calhoun,True,False,password,Norm1,1681992455.0,2023-04-20 12:07:35,12.0
Marva Bean,True,False,password,Norm1,1681992455.0,2023-04-20 12:07:35,12.0
Raul Schmidt,True,False,password,Norm1,1681992455.0,2023-04-20 12:07:35,12.0
Hugh Patton,True,False,password,Norm1,1681992455.0,2023-04-20 12:07:35,12.0
Jacqueline Hines,True,False,password,Norm1,1681992455.0,2023-04-20 12:07:35,12.0
Garland Pittman,True,False,password,Norm1,1681992455.0,2023-04-20 12:07:35,12.0
Lorene Sims,True,False,password,Norm1,1681992455.0,2023-04-20 12:07:35,12.0
Amos Schaefer,True,False,password,Norm1,1681992455.0,2023-04-20 12:07:35,12.0
Francisca Barrera,True,False,password,Norm1,1681992455.0,2023-04-20 12:07:35,12.0
Lynwood Meza,True,False,password,Norm1,1681992455.0,2023-04-20 12:07:35,12.0
Morgan Floyd,True,False,password,Norm1,1681992455.0,2023-04-20 12:07:35,12.0
Lesley Schmidt,False,False,password,,,,
Lakeisha Leon,True,False,password,Norm1,1681992455.0,2023-04-20 12:07:35,12.0
Lacy Jones,True,False,password,Norm1,1681992455.0,2023-04-20 12:07:35,12.0
Rigoberto Forbes,True,False,password,Norm1,1681992455.0,2023-04-20 12:07:35,12.0
Bennie Huber,True,False,password,Norm1,1681992455.0,2023-04-20 12:07:35,12.0
Myron Cooley,False,False,password,,,,
