name,has_cast_vote,is_logged_in,password,node_address,timestamp,Date/Time,HourOfDay
Felipe Mcintosh,False,False,password,,,,
Louisa Cooke,False,False,password,,,,
Garfield Austin,True,False,password,Norm3,1681986385.0,2023-04-20 10:26:25,10.0
Elisha Hodges,True,False,password,Norm3,1681986385.0,2023-04-20 10:26:25,10.0
Jolene Mcintosh,True,False,password,Norm1,1681986385.0,2023-04-20 10:26:25,10.0
Raquel Crosby,True,False,password,Norm2,1681986385.0,2023-04-20 10:26:25,10.0
Omar Blankenship,True,False,password,Norm2,1681986385.0,2023-04-20 10:26:25,10.0
Marva Crosby,True,False,password,Norm3,1681986385.0,2023-04-20 10:26:25,10.0
Hugh Bartlett,True,False,password,Norm3,1681986385.0,2023-04-20 10:26:25,10.0
Toney Sims,True,False,password,Norm2,1681986385.0,2023-04-20 10:26:25,10.0
Lynwood Hartman,True,False,password,Norm1,1681986385.0,2023-04-20 10:26:25,10.0
Collin Joyce,True,False,password,Norm2,1681986385.0,2023-04-20 10:26:25,10.0
Yesenia Stokes,True,False,password,Norm2,1681986385.0,2023-04-20 10:26:25,10.0
Carey Mooney,False,False,password,,,,
Leanna Mooney,True,False,password,Norm1,1681986385.0,2023-04-20 10:26:25,10.0
Louisa Turner,True,False,password,Norm1,1681986385.0,2023-04-20 10:26:25,10.0
Kurt Hart,True,False,password,Norm1,1681986385.0,2023-04-20 10:26:25,10.0
Morgan Wilkins,True,False,password,Norm2,1681986385.0,2023-04-20 10:26:25,10.0
Louisa Calhoun,True,False,password,Norm1,1681986385.0,2023-04-20 10:26:25,10.0
Flossie Wilkins,False,False,password,,,,
