name,has_cast_vote,is_logged_in,password,node_address,timestamp,Date/Time,HourOfDay
Thelma Watson,True,False,password,Norm1,1681985407.0,2023-04-20 10:10:07,10.0
Floyd Sharp,True,False,password,Norm3,1681985407.0,2023-04-20 10:10:07,10.0
Dennis Mcneil,True,False,password,Norm1,1681985407.0,2023-04-20 10:10:07,10.0
Lacy Deleon,True,False,password,Norm2,1681985407.0,2023-04-20 10:10:07,10.0
Liza Kerr,False,False,password,,,,
Lakeisha Park,True,False,password,Norm3,1681985407.0,2023-04-20 10:10:07,10.0
Tanner Copeland,True,False,password,Norm3,1681985407.0,2023-04-20 10:10:07,10.0
Larry Potter,True,False,password,Norm3,1681985407.0,2023-04-20 10:10:07,10.0
Chelsea Forbes,True,False,password,Norm3,1681985407.0,2023-04-20 10:10:07,10.0
Louisa Sims,True,False,password,Norm1,1681985407.0,2023-04-20 10:10:07,10.0
Francis Macdonald,True,False,password,Norm2,1681985407.0,2023-04-20 10:10:07,10.0
Wes Howell,True,False,password,Norm3,1681985407.0,2023-04-20 10:10:07,10.0
Bennie Herrera,True,False,password,Norm3,1681985407.0,2023-04-20 10:10:07,10.0
Louisa Hendricks,True,False,password,Norm1,1681985407.0,2023-04-20 10:10:07,10.0
Rodney Howell,True,False,password,Norm3,1681985407.0,2023-04-20 10:10:07,10.0
Hugh Pham,False,False,password,,,,
Otto White,False,False,password,,,,
Bennie Mcguire,True,False,password,Norm1,1681985407.0,2023-04-20 10:10:07,10.0
Diann Richardson,True,False,password,Norm2,1681985407.0,2023-04-20 10:10:07,10.0
Omar Salinas,True,False,password,Norm3,1681985407.0,2023-04-20 10:10:07,10.0
Scott Mcneil,True,False,password,Norm2,1681985407.0,2023-04-20 10:10:07,10.0
Jae Knox,True,False,password,Norm3,1681985407.0,2023-04-20 10:10:07,10.0
Wes Atkinson,False,False,password,,,,
Lynda Turner,True,False,password,Norm2,1681985407.0,2023-04-20 10:10:07,10.0
Hong Howell,True,False,password,Norm3,1681985407.0,2023-04-20 10:10:07,10.0
Latisha Floyd,True,False,password,Norm1,1681985407.0,2023-04-20 10:10:07,10.0
Erica Mcneil,False,False,password,,,,
Garfield Mooney,False,False,password,,,,
Rigoberto Mcneil,False,False,password,,,,
Dennis Knox,True,False,password,Norm3,1681985407.0,2023-04-20 10:10:07,10.0
